4257Promenadenquerungen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,31.200,31.200
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,41.109,1.041.109
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,9.909-,1.009.909-
