4130Austauschder Brandmeldeanlage,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",185.000,0,0,0,0,0,0,0,185.000,185.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",185.000-,0,0,,,0,0,0,185.000-,185.000-
