1030NRW-Infrastrukturgesetz 2025-2036,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,40.000.000,60.000.000,,,30.000.000,22.088.290,0,0,152.088.290
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,40.000.000,60.000.000,,,30.000.000,22.088.290,0,0,152.088.290
