InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"535.790,76",30.000,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"535.790,76-",30.000-,0,0,,,0,0,0,,
