4730Fertigbauklassen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"2.245.600,21",4.505.336,500.000,1.500.000,1.500.000,0,0,0,0,9.676.759,11.676.759
Auszahlungvonaktivierbaren Zuwendungen,"1.000.000,00",200.000,0,0,0,0,0,0,0,1.200.000,1.200.000
Verpflichtungsermächtigung2026zuLasten,,,,1.500.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"3.245.600,21-",4.705.336-,500.000-,1.500.000-,,,0,0,0,10.876.759-,12.876.759-
