4100Erneuerungd. BeleuchtungimStadtmuseum,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,809.714,809.714
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"12.544,92",537.291,350.000,0,0,0,0,0,0,549.836,899.836
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"12.544,92-",537.291-,350.000-,0,,,0,0,0,1.359.551-,1.709.551-
