Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000FahrzeugeundGeräte,,,,,,,,,,,
Einzahlungausder VeräußerungvonSachanlagen,"49.104,00",20.000,20.000,20.000,,,20.000,20.000,20.000,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"234.859,04",1.279.184,1.342.290,416.950,416.950,416.950,416.950,416.950,416.950,,
Verpflichtungsermächtigung2026zuLasten,,,,416.950,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,416.950,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"185.755,04-",1.259.184-,1.322.290-,396.950-,,,396.950-,396.950-,396.950-,,
