5400SanierungKitaMaria Aparecida,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,950.000,0,0,0,0,0,0,0,950.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,950.000-,0,,,0,0,0,0,950.000-
