0011Herstellung HausanschlüsseiStadtgebiet,,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"566.096,66",900.000,950.000,1.000.000,,,1.000.000,1.000.000,1.100.000,,
AuszahlungfürBaumaßnahmen,"1.054.992,36",803.211,800.000,800.000,0,0,800.000,800.000,800.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"488.895,70-",96.789,150.000,200.000,,,200.000,200.000,300.000,,
