1080ErwerbE-Fahrzeugund E-Ladesäule,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,80.000,0,0,0,0,0,0,80.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,80.000-,,,0,0,0,0,80.000-
