4271HiltruperStr.südlich WolbeckBG,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"4.295,90",350.000,0,500.000,0,0,0,0,0,355.563,855.563
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"4.295,90-",350.000-,0,500.000-,,,0,0,0,355.563-,855.563-
