4250Bauk.NeubauRW Kinderhaus/Nienberge,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",300.000,0,0,0,0,0,0,0,300.000,3.100.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",300.000-,0,0,,,0,0,0,300.000-,3.100.000-
