Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
"4229Bünkamp,südl./nördl. Kirschgarten,Bp562",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"44.872,31",124.236,800.000,300.000,0,0,0,0,0,344.036,1.444.036
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"44.872,31-",124.236-,800.000-,300.000-,,,0,0,0,344.036-,1.444.036-
