4091Besch.Einricht.offener Ganztagsschulen,,,,,,,,,,,
Einzahlungausder VeräußerungvonSachanlagen,"880,00",0,0,0,,,0,0,0,1.910,1.910
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,1.074.961,1.074.961
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"241.639,29",358.128,300.000,300.000,0,0,300.000,300.000,300.000,4.529.213,6.029.213
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"240.759,29-",358.128-,300.000-,300.000-,,,300.000-,300.000-,300.000-,3.452.341-,4.952.341-
