,,,,,,,,
"Beschreibung DieProduktgruppeumfasst -denErwerb,dieEntwicklungunddenVerkaufvonImmobilien, -dieVermietungundVerpachtungsowiedieAnmietungundAnpachtungvonImmobilienund -dieBereitstellungvonImmobilienzurstädtischenAufgabenerfüllung. ZudenAufgabendesImmobilienmanagementgehörendiebedarfs-,zeit-undkostengerechteBereitstellunggeeigneterGrundstückeundGebäudeimRahmenderfinanziellenSpielräumederStadt.Dieserfolgtauf derGrundlageeinerkontinuierlichenPortfoliooptimierungimimmobilenVermögensbestandzurAnpassungdesVermögensanaktuelleBedarfsverhältnisse.DazugehörendieVorbereitungenundUmsetzungenvon Investitions-undDesinvestitionsentscheidungenalsaucheineffektivesImmobiliencontrollingvorallemunterBerücksichtigungvonStadtentwicklungs-undWirtschaftlichkeitszielen.",,,,,,,,
BesonderheitenindenPlanjahren DasStatistischeBundesamthatdiePreisbasisauf2021=100umgestellt.DieVerwaltunghatdieBasisebenfallsumgestellt.DadurchgibtesAbweichungenzudenHaushaltsangabenderVorjahre.,,,,,,,,
"Ziele 1.DerErwerb,dieEntwicklungundderVerkaufvonImmobiliensollensichaneinemausgewogenenImmobilienportfolioorientieren.DieZielerreichungwirdexemplarischgemessenanderErreichungdergeplanten ordentlichenErträgeausImmobilienverkäufen. 2.DieBewirtschaftungsaufwendungen(Instandhaltung,Wartung,EnergieundFremdreinigung)sollengemessenanderEntwicklungdesPreisindexundderFlächenentwicklungkonstantgehaltenwerden.",,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:OrdentlicheErträgeausImmobilienverkäufen(inEuro) -Zum2.Ziel:EntwicklungdesInstandhaltungsaufwandes(inEuro) -Zum2.Ziel:EntwicklungdesEnergieaufwandes(inEuro) -Zum2.Ziel:EntwicklungdesFremdreinigungsaufwandes(inEuro) -Zum2.Ziel:Flächenentwicklung-ZuwachsanBruttogeschossfläche (inm²),6.743.070,8.000.000,8.000.000,,8.000.000,8.000.000,8.000.000,8.000.000
,21.956.290,13.946.350,15.330.000,,15.930.000,16.000.000,11.950.000,11.950.000
,22.507.580,20.975.000,16.835.000,,16.835.000,14.247.000,14.174.000,14.174.000
,11.706.470,14.600.000,11.390.000,,11.150.000,11.000.000,10.500.000,10.500.000
,22.070,11.204,15.505,,48.440,12.328,12.328,12.328
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),,"-65,80","-56,47",,"-58,20","-51,75","-35,36","-39,24"
,,"84,4","86,0",,"85,6","87,0","90,8","89,9"
