Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4176WolbeckerStr, Servatiiplatz-Hansaring",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",280.000,50.000,50.000,0,0,50.000,50.000,500.000,495.403,2.695.403
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",280.000-,50.000-,50.000-,,,50.000-,50.000-,500.000-,495.403-,2.695.403-
