"4261Berdelsüdl.,Bp616",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"28.208,02",318.514,150.000,750.000,2.000.000,0,1.250.000,0,0,346.752,2.496.752
Verpflichtungsermächtigung2026zuLasten,,,,750.000,,,1.250.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"28.208,02-",318.514-,150.000-,750.000-,,,1.250.000-,0,0,346.752-,2.496.752-
