"4140Albersloher Weg,Angelsachsenweg-Osttor",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,50.000,50.000,0,0,50.000,50.000,50.000,100.000,4.600.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,50.000-,50.000-,,,50.000-,50.000-,50.000-,100.000-,4.600.000-
