4520Bauk.Neubau FeuerwehrhausAltstadt,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,200.000,0,0,0,5.150.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,200.000-,0,0,0,5.150.000-
