InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"111.400,00",0,0,0,,,0,0,0,,
Auszahlung,"373.726,09",1,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"262.326,09-",1-,0,0,,,0,0,0,,
