InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"75.000,00",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"75.000,00-",0,0,0,,,0,0,0,,
