Leistungsdaten -FinanzFAIRteilung:AnzahldermitWohnraumversorgtenHaushalte mitWBSinsgesamt -FinanzFAIRteilung:AnteildermitWohnraumversorgtenweiblichen Single-Haushalte(in%) -FinanzFAIRteilung:AnteildermitWohnraumversorgtenmännlichen Single-Haushalte(in%) -FinanzFAIRteilung:Anzahlderausgestellten Wohnberechtigungsscheine(WBS)fürAlleinerziehendeinsgesamt -FinanzFAIRteilung:AnteilausgestellteWBSfürweibl. AlleinerziehendeanGesamtanzahlWBSfürAlleinerziehende(in%) -FinanzFAIRteilung:AnteilausgestellteWBSfürmännl. AlleinerziehendeanGesamtanzahlWBSfürAlleinerziehende(in%),725,700,700,700,700,700,700
,22,15,15,15,15,15,15
,16,15,15,15,15,15,15
,267,400,400,400,400,400,400
,91,95,95,95,95,95,95
,9,5,5,5,5,5,5
