4700KunstrasenGroßeWiese,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,200.000,1.000.000,1.000.000,0,0,0,0,0,1.200.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,200.000-,1.000.000-,,,0,0,0,0,1.200.000-
