Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4036Modellquartier Nieberdingstraße,,,,,,,,,,,
Auszahlungaussonstigen Investitionen,"0,00",0,0,185.000,0,0,305.000,195.000,75.000,0,760.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,185.000-,,,305.000-,195.000-,75.000-,0,760.000-
