5260KitaKötterstraße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",500.000,0,0,0,0,0,0,0,500.000,500.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",500.000-,0,0,,,0,0,0,500.000-,500.000-
