InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"356.784,80",80.173,80.000,20.000,0,0,20.000,20.000,30.000,,
Saldo(Einzahlungen./. Auszahlungen),"356.784,80-",80.173-,80.000-,20.000-,,,20.000-,20.000-,30.000-,,
