,,,,,,,,
"Beschreibung DieProduktgruppebeinhaltetvorallemdenEntwurf,denBauunddieUnterhaltungvonöffentlichenGrünanlagenundGrün-undFreiflächenvonÄmternundEinrichtungen.ImEinzelnenzählenzurProduktgruppe Grünanlagen,öffentlicheSpielflächen,Rad-undWanderwege,Kleingärten(Produkt1),Verkehrsgrün,AußenanlagenvonstädtischenGebäudenundSportanlagen(Produkt2).DieProduktgruppebestehtdamitzum TeilausverwaltungsinternenServiceleistungen.",,,,,,,,
BesonderheitenindenPlanjahren Keine,,,,,,,,
Ziele 1.DieVersorgungmitGrünanlagensowieGrün-undFreiflächen(derÄmterundEinrichtungen)sollunterBerücksichtigungdesdemografischenWandelszumindestimbisherigemUmfanggewährleistetbleiben. 2.DerZuschussbedarfjeqmGrünanlagenbzw.Grün-undFreiflächen(derstädtischenÄmterundEinrichtungen)darfnichtüberproportionalsteigen(MaßstabistdieallgemeinePreissteigerung).,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
"Zielkennzahlen -Zum1.Ziel:Grünanlagen,Grün-u.FreiflächenimStadtgebiet insgesamt (inha) -Zum1.Ziel:AnzahlEinwohner/inneninMünster -Zum1.Ziel:Grünanlagen,Grün-u.FreiflächenimStadtgebietpro Einwohner(inqm) -Zum2.Ziel:ZuschussbedarffürGrünanlagenundGrün-u.Freiflächen insgesamt(inEuro) -Zum2.Ziel:ZuschussbedarffürGrünanlagenundGrün-u.Freiflächen proqm(inEuro)","873 321.421 27,15",878,878,,883,890,895,902
,,321.178,322.715,,322.715,322.715,322.715,322.715
,,"27,35","27,19",,"27,35","27,56","27,72","27,94"
,,16.763.570,17.283.370,,17.265.570,17.341.840,17.512.250,17.250.560
,,"1,91","1,97",,"1,96","1,95","1,96","1,91"
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-52,98","-52,15","-55,37",,"-55,32","-53,70","-54,22","-54,98"
,"23,2","18,2","16,3",,"16,1","16,6","16,4","16,2"
