Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0630Besch.DV-Technologien anBerufskollegs,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"68.510,96",531.185,285.000,285.000,0,0,285.000,285.000,285.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"68.510,96-",531.185-,285.000-,285.000-,,,285.000-,285.000-,285.000-,,
