0020Ausgleichsmaßnahmennach LNatSchGNRW,,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"0,00",20,20,20,,,20,20,20,,
AuszahlungfürBaumaßnahmen,"7.809,61-",81.784,10,10,0,0,10,10,10,,
AuszahlungfürdenErwerbvon GrundstückenundGebäuden,"0,00",10,10,10,0,0,10,10,10,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"7.809,61",81.774-,0,0,,,0,0,0,,
