InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",0,35.000,35.000,0,0,0,15.000,15.000,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",0,35.000-,35.000-,,,0,15.000-,15.000-,,
