4570UmkleidegebäudeSPA Bonhoefferstraße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"52.779,17",2.642.314,460.000,0,0,0,0,0,0,2.695.093,3.155.093
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"52.779,17-",2.642.314-,460.000-,0,,,0,0,0,2.695.093-,3.155.093-
