InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",42.190,0,0,,,0,0,0,,
Auszahlung,"0,00",228.500,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",186.310-,0,0,,,0,0,0,,
