Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-23,78","-24,15","-25,35","-26,31","-21,65","-21,47","-21,67"
,"10,9","7,2","6,1","6,1","6,7","5,6","5,5"
