Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
Nr.,gruppe,,schuss,,,,,Overhead,,,,Overhead,,freiwillige Leistung,Befristung
303,0801,52,SPA,Stadtsportbund Münster e. V.,Personalkosten,64.800,64.800,0,0,64.800,64.800,0,0,freiwillig,31.12.2030
304,0801,52,SPA,Stadtsportbund Münster e. V.,Sportförderung,643.310,0,0,643.310,643.310,0,0,643.310,freiwillig,31.12.2030
305,0801,52,SPA,Stadtsportbund Münster e. V.,Fortsetzung Handlungskonzept zur Implementierung der Prävention sexualisierter Gewalt,37.000,0,0,37.000,37.000,0,0,37.000,freiwillig,31.12.2027
306,0801,52,SPA,SC Preußen Münster 06 GmbH & Co. KGaA,Betriebskostenzuschuss für das verpachtete Stadion,585.290,0,0,585.290,585.290,0,0,585.290,freiwillig,31.12.2030
307,0801,52,SPA,Diverse Sportvereine,Betriebs- und Mietkostenzuschüsse für vereinseigene Sportanlagen,880.210,0,0,880.210,880.210,0,0,880.210,freiwillig,31.12.2030
308,0801,52,SPA,Verein zur Förderung des Leistungssports in Münster e.V.,Betriebs- und Mietkostenzuschuss,232.590,0,0,232.590,232.590,0,0,232.590,freiwillig,31.12.2030
309,0801,52,SPA,DJK SV Mauritz 1906 e.V. Münster,Betriebskostenzuschuss für den Mehraufwand der Mitbenutzung AFC Mammuts e.V.,14.640,0,0,0,14.640,0,0,0,freiwillig,31.12.2028
310,0801,52,SPA,Westdeutscher Volleyball-Verband e. V.,Zuschuss zur Förderung des Beachvolleyball Turnier 'Premier Cup',2.000,0,0,2.000,0,0,0,0,freiwillig,31.12.2026
311,0801,52,SPA,Reitverband Münster e.V.,Zuschuss zur Durchführung Agravis Cup 2025,7.410,0,0,7.410,7.410,0,0,7.410,freiwillig,31.12.2030
312,0801,52,SPA,Reitverband Münster e.V.,Zuschuss zur Durchführung Jugend Reit- und Springturnier,2.960,0,0,2.960,2.960,0,0,2.960,freiwillig,31.12.2030
313,0801,52,SPA,DLRG Behinderten- und Rehasport e.V.,"Betriebskostenzuschuss für den Betrieb der vereinseigenen Sportstätte ""Lechtenbergweg""",2.850,0,0,2.850,2.850,0,0,2.850,freiwillig,31.12.2030
314,0801,52,SPA,Diverse Sportvereine,Betriebskostenzuschuss für die Mitbenutzung vereinseigener Sportanlagen durch städtische Schulen,17.250,0,0,17.250,17.250,0,0,17.250,freiwillig,31.12.2030
315,0801,52,SPA,Diverse Sportvereine,Zuschuss zur Anschaffung von Sportpflegegeräten,20.000,0,0,20.000,20.000,0,0,20.000,freiwillig,31.12.2030
316,0801,52,SPA,Funky e.V.,Sportförderung zum inklusiven Tanzangebot,34.000,0,0,34.000,34.000,0,0,34.000,freiwillig,31.12.2028
317,0801,52,SPA,Ruderverein Münster e.V. & Akademischer Ruder-Club Münster e.V. & Paddelsportclub Münster e.V.,Zuschuss für die Mitbenutzung städtischer Schulen an vereinseigenen Anlagen,21.000,0,0,21.000,21.000,0,0,21.000,freiwillig,31.12.2027
