5510San./Umgest. WegeflächenimBezirkNord,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,213.190,513.190
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,50.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",50.000-,50.000-,50.000-,,,50.000-,50.000-,50.000-,213.190-,513.190-
