InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",42.190,0,0,,,0,0,0,,
Auszahlung,"1.044.239,41",234.570,236.070,146.070,0,0,6.070,21.070,21.070,,
Saldo(Einzahlungen./. Auszahlungen),"1.044.239,41-",192.380-,236.070-,146.070-,,,6.070-,21.070-,21.070-,,
