"4253Lindenallee,nördl. freieFlur,BG",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,0,350.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,0,350.000-
