4087Umbau Friedrich-Ebert-Straße1,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",1.060.172,0,0,0,0,0,0,0,1.060.172,1.060.172
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.060.172-,0,0,,,0,0,0,1.060.172-,1.060.172-
