4011Herrichtung Wohnungsloseneinrichtungen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",162.180,165.430,168.740,0,0,172.120,175.570,179.090,162.180,1.023.130
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",162.180-,165.430-,168.740-,,,172.120-,175.570-,179.090-,162.180-,1.023.130-
