6120Erweiterung Schillergymnasium,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"56.602,56",10.251.397,5.000.000,959.830,950.000,0,0,0,0,10.308.000,16.267.830
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,322.170,0,0,0,0,0,0,0,322.170
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"56.602,56-",10.251.397-,5.322.170-,959.830-,,,0,0,0,10.308.000-,16.590.000-
