4920Bauk.Umbau Ruhe-/SpindräumeFW1/FW2,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"862,80",1.145.000,1.000.000,0,0,0,0,0,0,1.145.863,2.145.863
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"862,80-",1.145.000-,1.000.000-,0,,,0,0,0,1.145.863-,2.145.863-
