InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"8.662,14",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"8.662,14-",0,0,0,,,0,0,0,,
