4850Erweiterung Mauritzschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"140.300,21",185.980,0,0,0,0,0,0,0,5.955.621,5.955.621
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"140.300,21-",185.980-,0,0,,,0,0,0,5.955.621-,5.955.621-
