1010Kommunalinvestitions- förderungsgesetz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"5.740.196,81",3.743.020,0,0,,,0,0,0,17.811.849,17.811.849
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"5.740.196,81",3.743.020,0,0,,,0,0,0,17.811.849,17.811.849
