Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0020Bezirksfriedhöfe,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"1.550,00",30.300,27.270,27.270,0,0,27.270,27.270,27.270,,
AuszahlungfürdenErwerbvon GrundstückenundGebäuden,"20.002,65",0,0,0,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"21.552,65-",30.300-,27.270-,27.270-,,,27.270-,27.270-,27.270-,,
