"4123Markweg,südl.,Bp569",,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"0,00",0,0,0,,,0,0,0,2.650.000,2.650.000
AuszahlungfürBaumaßnahmen,"0,00",180.009,0,0,0,0,0,0,0,2.818.144,2.818.144
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",180.009-,0,0,,,0,0,0,168.144-,168.144-
