Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4282 Fahrradstellplätze-Programm,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",400.000,50.000,50.000,,,50.000,50.000,50.000,400.000,650.000
AuszahlungfürBaumaßnahmen,"167.800,49",466.073,400.000,400.000,0,0,200.000,200.000,200.000,1.074.509,2.474.509
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"167.800,49-",66.073-,350.000-,350.000-,,,150.000-,150.000-,150.000-,674.509-,1.824.509-
