Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
6100Erweiterung Pascal-Gymnasium,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.098.981,65",9.220.018,9.543.250,968.000,968.000,0,0,0,0,10.939.622,21.450.872
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,456.750,0,0,0,0,0,0,0,456.750
Verpflichtungsermächtigung2026zuLasten,,,,968.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.098.981,65-",9.220.018-,10.000.000-,968.000-,,,0,0,0,10.939.622-,21.907.622-
