4210NeubauSport-und FreizeitbadWest,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",250.000,0,0,0,0,0,0,0,250.000,250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",250.000-,0,0,,,0,0,0,250.000-,250.000-
