5250KitaamStadion,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",1.020.000,4.592.400,0,0,0,0,0,0,1.020.000,5.612.400
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.020.000-,4.592.400-,0,,,0,0,0,1.020.000-,5.612.400-
