Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4840ErweiterungKreuzschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"751.274,81",825.922,0,0,0,0,0,0,0,8.417.313,8.417.313
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"751.274,81-",825.922-,0,0,,,0,0,0,8.417.313-,8.417.313-
