Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4214KALoddenbach, ErneuerungDRLzurKA",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"1.548.400,00",0,0,0,,,0,0,0,1.819.300,1.819.300
AuszahlungfürBaumaßnahmen,"290,72",152.527,0,0,0,0,0,0,0,428.549,428.549
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.548.109,28",152.527-,0,0,,,0,0,0,1.390.751,1.390.751
