Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
"0002Fahrzeuge,Geräteund sonstiges",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"18.100,80",0,0,0,,,0,0,0,,
Einzahlungausder VeräußerungvonSachanlagen,"9.300,00",0,0,0,,,0,0,0,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"166.966,37",251.893,252.000,250.000,0,0,300.000,300.000,300.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"139.565,57-",251.893-,252.000-,250.000-,,,300.000-,300.000-,300.000-,,
