"4263Kötterstr.nördl.,BG 623",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"14.619,15",50.000,60.000,50.000,0,0,50.000,50.000,500.000,65.844,8.375.844
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"14.619,15-",50.000-,60.000-,50.000-,,,50.000-,50.000-,500.000-,65.844-,8.375.844-
