Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4200Umbaustädt.KiTasi.R. desu3-Programms,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,805.561,805.561
AuszahlungfürBaumaßnahmen,"241.674,62",241.444,200.000,200.000,800.000,0,200.000,200.000,200.000,2.056.613,3.056.613
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,0,0,0,0,0,0,113.149,113.149
Verpflichtungsermächtigung2026zuLasten,,,,200.000,,,200.000,200.000,200.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"241.674,62-",241.444-,200.000-,200.000-,,,200.000-,200.000-,200.000-,1.364.201-,2.364.201-
