4430San.Turnhalle York-Kaserne,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"263.257,09",158.590,317.180,0,,,0,0,0,421.847,739.027
AuszahlungfürBaumaßnahmen,"564.870,07",1.373.771,0,0,0,0,0,0,0,2.413.215,2.413.215
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"301.612,98-",1.215.181-,317.180,0,,,0,0,0,1.991.368-,1.674.188-
