Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
6180NeubauGesamtschule Münster-Südost,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,6.633.900,0,0,0,0,0,0,0,6.633.900
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,6.633.900-,0,,,0,0,0,0,6.633.900-
