5530San./Umgest. WegeflächenimBezirkWest,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",50.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,140.038,440.038
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,50.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",50.000-,50.000-,50.000-,,,50.000-,50.000-,50.000-,140.038-,440.038-
