4790Berufskollegs- Ersatzräume,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"148.151,22",587.186,0,0,0,0,0,0,0,2.449.582,2.449.582
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"148.151,22-",587.186-,0,0,,,0,0,0,2.449.582-,2.449.582-
