InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",5.599,2.000,2.000,0,0,2.000,2.000,2.000,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",5.599-,2.000-,2.000-,,,2.000-,2.000-,2.000-,,
