4190Energet.San.+Erw. TheaterMS,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"219.419,00",0,1.210.050,477.900,,,18.000,0,0,219.419,1.925.369
AuszahlungfürBaumaßnahmen,"18.560,88",1.726.295,3.300.000,3.716.000,3.500.000,0,0,0,0,2.243.377,9.259.377
Verpflichtungsermächtigung2026zuLasten,,,,3.500.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"200.858,12",1.726.295-,2.089.950-,3.238.100-,,,18.000,0,0,2.023.958-,7.334.008-
