4293Ludgerikirchplatz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",130.000,1.090.000,1.090.000,,,0,0,0,130.000,2.310.000
AuszahlungfürBaumaßnahmen,"0,00",160.000,1.360.000,1.360.000,1.300.000,0,0,0,0,160.000,2.880.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",30.000-,270.000-,270.000-,,,0,0,0,30.000-,570.000-
