InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"39.964,57",55.557,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"39.964,57-",55.557-,0,0,,,0,0,0,,
