4030Übermittagbetr. weiterführendeSchulen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,1.490.469,1.490.469
AuszahlungfürBaumaßnahmen,"50.340,48",72.101,25.000,25.000,0,0,25.000,25.000,25.000,4.530.044,4.655.044
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"60.787,78",40.000,25.000,25.000,0,0,25.000,25.000,25.000,881.613,1.006.613
Auszahlungvonaktivierbaren Zuwendungen,"0,00",0,0,0,0,0,0,0,0,250.559,250.559
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"111.128,26-",112.101-,50.000-,50.000-,,,50.000-,50.000-,50.000-,4.171.747-,4.421.747-
